images,institutionCode,sex,preparations,eventDate,year,month,day,country,stateProvince,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,scientificName,infraspecificEpithet
,AM,,,,,,,Australia,New South Wales,-34.816,150.566,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,,,,,,,Australia,New South Wales,-34.066,150.816,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Unknown,Skeleton | Dry,,,,,Australia,Victoria,-38.22,141.78,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,TMAG,,,,1903,,,Australia,Tasmania,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,Male,,,,,,Australia,New South Wales,-33.75,151.066,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,,,,,,,Australia,New South Wales,-33.816,150.033,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,QM,Male,Skeletal parts,,,,,Australia,Queensland,-19.266667,146.816667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,TMAG,,,,1914,,,Australia,New South Wales,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,,Egg | Dry,,,,,Australia,Northern Territory,,,,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,,,,,,,Australia,New South Wales,-33.916,151.1,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Female,Skin | Dry,,1910,,,Australia,Queensland,-10.8,142.47,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,,,,,,,Australia,New South Wales,-33.966,150.883,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,Not applicable,shell,1/01/1991,1991,,,Australia,Tasmania,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,QM,Female,Skin,,,,,Australia,Queensland,-27.266667,152.933333,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,WAM,Unknown,Eggs,,,,,,,,,,,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,,,,,Australia,Victoria,-37.05,143.73,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,,Egg | Dry,,,,,Australia,Northern Territory,,,,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,AM,Female,,,,,,Australia,New South Wales,-34.65,150.3,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,Male,,,,,,Australia,New South Wales,-33.75,151.066,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,TMAG,Female,,,1887,,,Australia,Tasmania,-40.85,145.51,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,,,,,Australia,Queensland,-17.266667,145.85,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,,,,,,,Australia,New South Wales,-31.5,150.683,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,,,,,,,Australia,New South Wales,-29.766,152.933,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,TMAG,,,,1944,,,Australia,Tasmania,-42.97,147.19,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Female,Mount | Dry,,,,,Australia,Victoria,-38.25,145.28,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,SAMA,Female,Skin,,,,,Australia,Tasmania,,,,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,,,,,Australia,Victoria,-37.25,142.85,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Female,Skin | Dry,,1931,,,Australia,Queensland,-13.3,143.07,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,TMAG,,,,,,,,,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,,Skeleton,1/01/1940,1940,,,Australia,South Australia,-34.7667,138.6,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Male,Mount | Dry,,,,,Australia,Victoria,,,,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,female,skeleton complete,,,,,Australia,,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,,,,,,,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,,Egg(s),,,,,Australia,Victoria,,,,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,Female,Skin,,,,,Papua New Guinea,,,,,Accipiter novaehollandiae misulae,Accipiter (Leucospiza) novaehollandiae,misulae
,WAM,Unknown,Eggs,,,,,,,,,,,Accipiter (Leucospiza) fasciatus,
,SAMA,Female,Skeleton,1/01/1994,1994,,,Australia,South Australia,-34.0333,140.7167,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,,,,,Australia,South Australia,-36.1333,139.65,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Unknown,Skin | Dry,,,,,Australia,Victoria,-37.65,145.52,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,TMAG,,,,1985,,,Australia,Tasmania,-43.01,147.04,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Unknown,Skeleton | Dry,,,,,Australia,Victoria,-37.78,144.95,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Egg clutch,,,,,Australia,South Australia,-33.4333,136.1667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,TMAG,Female,,,1982,,,Australia,Tasmania,-43.09,147.01,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skeleton,,,,,Australia,Tasmania,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,TMAG,Male,,,1985,,,Australia,Tasmania,-43.03,146.96,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Male,Skin | Dry,,,,,Australia,New South Wales,-32.07,149.23,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,TMAG,,,,,,,,,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Unknown,Skin | Dry,,,,,Australia,Queensland,-23.37,150.53,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,Female,,,,,,Australia,New South Wales,-33.716,151.166,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Female,Skin | Dry,,1912,,,Australia,Tasmania,-41.88,146.73,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,QM,Female,Skin,,,,,Australia,Queensland,-28.1,153.433333,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QVMAG,,,,1995,,,Australia,Tasmania,-40.85,145.11666,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,fasciatus
,SAMA,,Skin,,,,,Australia,Tasmania,,,,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,TMAG,Female,,,1993,,,Australia,Tasmania,-40.63,144.69,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,,1912,,,Australia,Tasmania,-42.78,147.07,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,TMAG,Female,,,1982,,,Australia,Tasmania,-43.45,146.99,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,TMAG,Male,,,1990,,,Australia,Tasmania,-42.88,147.32,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Male,Skin,,,,,Australia,Queensland,-26.4,146.25,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,TMAG,Male,,,1996,,,Australia,Tasmania,-40.63,144.69,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Male,Skin,,,,,Solomon Islands,,-10.283333,161.75,EPSG:4326,Accipiter albogularis,Accipiter,albogularis
,AM,Male,,,,,,Australia,New South Wales,-34.066,150.816,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Female,Skin | Dry,,,,,Australia,Victoria,-37.82,147.6,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,,,,,,,Australia,New South Wales,-34.066,150.816,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Female,Skeleton | Dry,,,,,Australia,Victoria,-37.78,144.95,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skin | Dry,,,,,Australia,Victoria,-36.38,146.28,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,TMAG,,,,1914,,,Australia,Tasmania,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,QM,Female,Skin,,,,,,,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,,,,,Australia,Western Australia,-35.05,117.933,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,Male,,,,,,Australia,New South Wales,-33.983,151.083,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Male,Skeleton | Dry,,,,,Australia,Victoria,-37.05,143.73,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Female,Skin | Dry,,,,,Australia,Tasmania,-42.9,147.33,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,,,,,,,Australia,New South Wales,-33.85,150.933,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Unknown,Skeleton | Dry,,,,,Australia,Victoria,-38.47,145.23,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skin | Dry,,,,,Australia,Victoria,-37.65,145.52,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,Male,Skin,,,,,,,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,,,,,Australia,Queensland,-15.483,145.25,EPSG:4326,"Erythrotriorchis radiatus (Latham, 1801)",Erythrotriorchis radiatus,
,QM,Female,Skin,,,,,Solomon Islands,,-10.283333,161.75,EPSG:4326,Accipiter albogularis,Accipiter,albogularis
,SAMA,,Skin,,,,,,,,,,"Accipiter novaehollandiae (JF Gmelin, 1788)",Accipiter (Leucospiza) novaehollandiae,
,SAMA,,Mounted skin,,,,,Australia,South Australia,-34.9167,138.5167,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,1/01/2012,2012,,,Australia,Australian Capital Territory,-35.4055,149.1178,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,,,,,Australia,Queensland,,,,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,TMAG,Female,,,,,,Australia,Tasmania,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,TMAG,Female,,,1994,,,Australia,Tasmania,-43.06,147.25,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,AM,,,,,,,Australia,New South Wales,-33.483,150.166,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,TMAG,,,,1911,,,Australia,Queensland,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,AM,,,,,,,Australia,New South Wales,-33.75,151.033,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,SAMA,Female,Skin,1/01/1997,1997,,,Australia,South Australia,-34.7333,135.8667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,AM,,,1883-01-01,1883,,,Australia,Queensland,-23.7,149.666,EPSG:4326,"Erythrotriorchis radiatus (Latham, 1801)",Erythrotriorchis radiatus,
,SAMA,Male,Skin,1891-01-01,1891,,,Australia,Northern Territory,-12.45,130.8333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,TMAG,Male,,,1995,,,Australia,Tasmania,-42.89,147.31,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,TMAG,Male,,,1992,,,Australia,Tasmania,-43.03,147.05,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,TMAG,,,,1944,,,Australia,Tasmania,-43.06,147.81,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,AM,,,,,,,Australia,New South Wales,-33.483,150.166,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,,,,,,,Australia,New South Wales,-32.883,148.9,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,WAM,Unknown,,,,,,,,,,,,Accipiter (Leucospiza) fasciatus,
,TMAG,Female,,,,,,Australia,Tasmania,-42.86,147.29,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,,,,,Australia,Victoria,-38.57,143.68,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,,,,,,,Australia,New South Wales,-33.533,149.916,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,,,,,,,Australia,New South Wales,-33.416,149.583,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,TMAG,Female,,,1981,,,Australia,Tasmania,-41.16,146.17,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,,,,,,,,,,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,,,,,,,,,,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,not recorded,skin,,,,,Australia,,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Female,Skin | Dry,,,,,Australia,Victoria,-38.35,143.58,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,,,,,,,Australia,Queensland,-23.716,149.666,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,TMAG,Male,,,1982,,,Australia,Tasmania,-42.79,147.25,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,TMAG,Female,,,1983,,,Australia,Tasmania,-42.85,147.19,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Uncertain,Skin,,,,,,,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Male,Skin | Dry,,,,,Australia,Victoria,-37.55,143.85,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QVMAG,,skin,,1975,,,Australia,Tasmania,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,TMAG,,,,1996,,,Australia,Tasmania,-42.66,147.12,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,,,,,Australia,Queensland,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,,,,,Australia,Victoria,-37.65,145.52,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Female,Skin | Dry,,,,,Australia,Victoria,-37.18,145.7,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,Female,Skin,,,,,Australia,Queensland,-27.466667,153.016667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,,,,,,,Australia,New South Wales,-33.033,151.616,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,TMAG,,,,,,,,,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Unknown,Skin | Dry,,1875,,,Papua New Guinea,,,,,Accipiter novaehollandiae dampieri,Accipiter (Leucospiza) novaehollandiae,dampieri
,AM,,,1864-01-01,1864,,,Australia,Queensland,-20.016,148.25,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,male,skin,,,,,Australia,Tasmania,-41.1167,146.05,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,,Spirit preserved,,,,,Australia,South Australia,-35.0833,138.5667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,,,,,Australia,Victoria,-36.68,147.13,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,SAMA,,Skin,,,,,Australia,Tasmania,,,,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,TMAG,,,,,,,,,,,,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,AM,,,1883-01-01,1883,,,Australia,Queensland,-23.7,149.666,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Female,Skin | Dry,,,,,Australia,Victoria,,,,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,TMAG,Female,,,1967,,,Australia,Tasmania,-42.85,147.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,probably female,skin,,,,,Australia,Queensland,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,Male,,,,,,Australia,New South Wales,-33.75,151.066,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Female,Skin | Dry,,,,,Australia,Victoria,-38.02,144.4,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,Female,,,,,,Australia,New South Wales,-34.883,150.6,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,,,,,,,Australia,New South Wales,-32.883,148.9,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Unknown,Skin | Dry,,,,,Australia,Victoria,-37.18,145.7,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skin | Dry,,1912,,,Australia,Tasmania,-41.88,146.73,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,TMAG,Male,,,1985,,,Australia,Tasmania,-42.98,147.32,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Female,Skin | Dry,,1912,,,Australia,Tasmania,-42.78,147.07,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,Female,Skeleton,,,,,Australia,South Australia,-32.1333,133.6833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,AM,,,1/01/2002,,,,Australia,New South Wales,-31.25674,151.17445,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Unknown,Skin | Dry,,,,,Papua New Guinea,,,,,Accipiter novaehollandiae dampieri,Accipiter (Leucospiza) novaehollandiae,dampieri
,NMV,Male,Skin | Dry,,,,,Christmas Island,,-10.5,105.67,EPSG:4326,Accipiter fasciatus natalis,Accipiter (Leucospiza) fasciatus,natalis
,NMV,Male,Skin | Dry,,,,,Australia,Victoria,-37.8,145.67,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,WAM,Unknown,Skin,,,,,Australia,Tasmania,,,,,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,,,,,Australia,New South Wales,-34.2833,146.0333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,,1912,,,Australia,Tasmania,-42.78,147.07,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,,,,,,,Australia,New South Wales,-33.533,149.916,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,AM,Male,,,,,,Australia,New South Wales,-33.283,148.733,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,TMAG,,,,1914,,,Australia,Tasmania,-42.71,146.89,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,,Egg clutch,,,,,Australia,Northern Territory,-14.1,129.55,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,,,,,,,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,TMAG,,,,1951,,,Australia,Tasmania,-42.98,147.32,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,TMAG,,,,1939,,,Australia,Tasmania,-41.68,145.67,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,TMAG,Female,,,1948,,,Australia,Tasmania,-43.17,146.91,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,TMAG,Female,,,1887,,,Australia,Tasmania,-40.85,145.51,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,,,,,Australia,Victoria,-36.75,142.55,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,AM,,,1/01/1920,1920,,,Australia,New South Wales,-33.95,151.116,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
